Troll,Enemy,troll.png,Notorious for leading groups of monsters to raid defenseless villages.,:,0,:,1,0,1,5,50,3,:,None
Knight,Hero,knight.png,A trained soldier destined for greatness.,:,0,:,1,0,1,8,30,1,:,None
Alp,Enemy,alp.png,"A demon that sits on sleepers with a crushing weight, relishing on the paralyzed terror of its victims when they are forced awake.",:,1,:,1,1,1,1,20,0,:,None
Brag,Enemy,brag.png,"Beware this false mount, for it finds delight in throwing its unsuspecting riders into the deep abyss.",:,1,:,1,1,1,2,10,0,:,None
Div,Enemy,div.png,"Legend has is that whomever can capture this demon can make it his slave, but very few have been successful in catching it.",:,1,:,1,1,1,3,10,0,:,None
Leshak,Enemy,leshak.png,Its friendly appearance masks its guise as it beckons travellers to their demise.,:,1,:,1,1,1,2,10,0,:,None
Slime,Enemy,slime.png,"A boneless; somewhat sentient glob created by the wastes and negativity of humans.",:,1,:,1,1,1,1,25,0,:,None
Angel,Hero,angel.png,"The symbol of goodness itself; it grants the blessing of the gods to those it deems worthy.",:,1,:,1,1,1,3,15,0,:,None
Dwarf,Hero,dwarf.png,Mines in the deep underground for rare materials and untold treasures.,:,1,:,1,1,1,1,15,0,:,None
Metsik,Hero,metsik.png,Farmers create straw effigies for this creature so it has a physical form to watch over the crops and animals with.,:,1,:,1,1,1,2,25,0,:,None
Unicorn,Hero,unicorn.png,A mystical mount that is rumored to use magic through its sharp horn.,:,1,:,1,1,1,2,20,0,:,None
Zaltys,Hero,zaltys.png,Those who keep a Žaltys in their house are blessed with protection and good luck.,:,1,:,1,1,1,1,10,0,:,None
Griffin,Neutral,griffin.png,"Many have tried to ride this creature; but only the ones it's deemed worthy have lived to tell the tale.",:,1,:,1,1,1,2,25,0,:,None
Lamia,Neutral,lamia.png,"Even despite the horrible rumors surrounding its name, this creature is still willing to offer aid to humans. For a price.",:,1,:,1,1,1,2,10,0,:,None
Pixie,Neutral,pixie.png,"This creature follows the commands of a flute player, though it will punish its master if neglected.",:,1,:,1,1,1,1,10,0,:,None
Undine,Neutral,undine.png,"This beautiful water creature makes a fine wife, but death will come instantly to those who are not true to her.",:,1,:,1,1,1,1,15,0,:,None
Wyvern,Neutral,wyvern.png,"A mysterious relative of the dragons, this creature is oft more friendly to humans, though harder to trust.",:,1,:,1,1,1,3,25,0,:,None
Clobber,Enemy,clobber.png,Deals 3 times the boss's damage.,:,2,:,1,1,0,30,0,0,:,Attack
Demonic Flame,Enemy,demonic_flame.png,Deals 1.5 times the boss's damage.,:,2,:,1,1,0,15,0,0,:,Attack
Glob Throw,Enemy,glob_throw.png,Deals 1.5 times the boss's damage.,:,2,:,1,1,0,15,0,0,:,Attack
Lure,Enemy,lure.png,Adjacent enemies lose -2 health at the end of the turn for 5 turns. Canceling this card terminates its effects and no loss in health.,:,2,:,1,1,0,0,0,0,:,Each Turn -2
Nightmare,Enemy,nightmare.png,Target is paralyzed (unable to move) for 1 turn.,:,2,:,1,1,0,0,0,0,:,Paralysis
Shadow Slash,Enemy,shadow_slash.png,Deal 2 times the boss's damage.,:,2,:,1,1,0,20,0,0,:,Attack
Slime Shield,Enemy,slime_shield.png,Grant target +3 defense.,:,2,:,1,1,0,0,0,3,:,Fortify
Sneak Attack,Enemy,sneak_attack.png,Input description later,:,2,:,1,1,0,0,0,0,:,"Multiple 2, 50-65"
Blessed Blade,Hero,blessed_blade.png,Input description later,:,2,:,1,1,0,30,0,0,:,Attack
Brave,Hero,brave.png,Input description later,:,2,:,1,1,0,20,0,0,:,Attack
Esuna,Hero,esuna.png,Input description later,:,2,:,1,1,0,0,0,0,:,Esuna
Fortify,Hero,fortify.png,Input description later,:,2,:,1,1,0,0,0,5,:,Fortify
Heart of the Cards,Hero,heart_of_the_cards.png,Input description later,:,2,:,1,1,0,0,0,0,:,Card Damage 10
Holy Strike,Hero,holy_strike.png,Input description later,:,2,:,1,1,0,25,0,0,:,Attack
Light's Glory,Hero,light's_glory.png,Input description later,:,2,:,1,1,0,0,75,0,:,Heal
Sacrifice,Hero,sacrifice.png,Input description later,:,2,:,1,1,0,0,0,0,:,Sacrifice 5
Bide,Neutral,bide.png,Input description later,:,2,:,1,1,0,20,0,0,:,Retaliate
Cancel,Neutral,cancel.png,Input description later,:,2,:,1,1,0,0,0,0,:,Cancel
Dash,Neutral,dash.png,Input description later,:,2,:,1,1,0,15,0,0,:,Attack
Defend,Neutral,defend.png,Input description later,:,2,:,1,1,0,0,0,3,:,Fortify
Double Summon,Neutral,double_summon.png,Input description later,:,2,:,1,1,0,0,0,0,:,Summon
Heal,Neutral,heal.png,Input description later,:,2,:,1,1,0,0,40,0,:,Heal
Wind Slice,Neutral,wind_slice.png,Input description later,:,2,:,1,1,0,0,0,0,:,"Multiple 3, 40-50"
